"task_id","simulation_seed","observed_data_md5","comparison","model_a","model_b","RMSE_model_a","RMSE_model_b","paired_RMSE_difference_model_a_minus_model_b","winner_lower_RMSE"
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.569416447864256,1.00649270316279,-0.437076255298531,"gamma_noise"
157,1157,"66c6e6745a642b2c128f396464ab9c36","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.458198446744202,1.18220470207479,-0.724006255330586,"gamma_noise"
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.57996050029471,1.10567199656538,-0.52571149627067,"gamma_noise"
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.435172624264362,1.13706291943242,-0.70189029516806,"gamma_noise"
160,1160,"6fc5bd4defacec08d522e9606a883766","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.385157843987921,1.14444246815078,-0.759284624162858,"gamma_noise"
161,1161,"a357237d620a342d728f96dc8aac5757","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.340976874806656,1.120041844732,-0.779064969925342,"gamma_noise"
162,1162,"4cc160a48b020eb4685997894bf01baf","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.424208392440741,1.15154756688517,-0.727339174444433,"gamma_noise"
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.459170055050284,1.31600445148405,-0.856834396433764,"gamma_noise"
164,1164,"d690f07a51a75e813d73e446e77eb394","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.442706660261599,1.05854149615347,-0.615834835891867,"gamma_noise"
165,1165,"50366235ff21bfd0a4d01f895b905c92","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.533184356040189,1.03086003504295,-0.497675679002758,"gamma_noise"
166,1166,"495d59eeef0b219751064d03c686254d","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.514058360112594,1.12392507729614,-0.609866717183546,"gamma_noise"
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.422862491900998,1.24580819762154,-0.822945705720543,"gamma_noise"
168,1168,"d65d84681677642681932395599566ad","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.527031991309679,1.07769612409568,-0.550664132786,"gamma_noise"
169,1169,"4b517b06b20afe2ab6f16f327d16edef","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.672790433886266,1.0316664416564,-0.358876007770132,"gamma_noise"
170,1170,"f32af8f5828cad3f276263ef3b9502fb","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.739267381172056,1.00034195298453,-0.261074571812479,"gamma_noise"
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.568825794103492,1.12441687902677,-0.555591084923279,"gamma_noise"
172,1172,"68d41d2891a14e960534c955889a715f","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.56259135352071,1.15037522115023,-0.587783867629519,"gamma_noise"
173,1173,"b998c1e8401789afff3d7d34e1be5997","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.406691871530647,1.15720816691452,-0.750516295383874,"gamma_noise"
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.519754633029555,1.06043009137775,-0.540675458348196,"gamma_noise"
175,1175,"2744bfdd13475fbe6815e8986de922fa","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.538445144955389,1.11378707085336,-0.575341925897967,"gamma_noise"
176,1176,"c141df7878a0d44e38a58170b4492543","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.476725675870819,1.02051099442982,-0.543785318559,"gamma_noise"
177,1177,"c17f97d975a2e6794ea31e8367d83e40","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.56372785531004,1.39801319912826,-0.834285343818217,"gamma_noise"
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.438357942118132,1.06019905807818,-0.621841115960045,"gamma_noise"
179,1179,"6d4a044da028c76d3fafc003136384eb","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.419808036921736,1.19716169784187,-0.77735366092013,"gamma_noise"
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.429044416714555,1.14688354852131,-0.717839131806754,"gamma_noise"
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.439128197328613,1.12190210057397,-0.68277390324536,"gamma_noise"
182,1182,"941f9c48ec56eb19b25786187b006f10","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.42412318226208,1.32373398227016,-0.899610800008077,"gamma_noise"
183,1183,"2dc5d7e9b3e15c740d490d788211573a","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.651677263756299,1.02616636301639,-0.374489099260088,"gamma_noise"
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.474734905560807,1.09176950602747,-0.61703460046666,"gamma_noise"
185,1185,"52e3986fb55b179cf59e4540a86a982d","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.62271648970575,1.00000072369249,-0.377284233986735,"gamma_noise"
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.434228959297276,1.11843839801118,-0.684209438713906,"gamma_noise"
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.600591177267288,1.40656310052034,-0.805971923253052,"gamma_noise"
188,1188,"0e1b1e567b5a85241d50f71772de9be1","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.5841441336148,1.05880411662324,-0.474659983008437,"gamma_noise"
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.756253658585973,1.03855605617057,-0.282302397584599,"gamma_noise"
190,1190,"e11e338409fdbfff7af641a286a93437","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.652633363936952,1.11602541205845,-0.463392048121497,"gamma_noise"
191,1191,"88ccda7d997701880c9d0c636b220b1e","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.573352573487696,1.1043212308477,-0.530968657360001,"gamma_noise"
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.408171567479269,1.03566364021321,-0.627492072733942,"gamma_noise"
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.477673683829092,1.26816401257614,-0.790490328747044,"gamma_noise"
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.526448486140979,1.04960856798078,-0.5231600818398,"gamma_noise"
195,1195,"4b29886fa0376b89caa9cc697a80dc98","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.43207734784053,1.09871505570462,-0.666637707864093,"gamma_noise"
196,1196,"4a7772e1b5862480e3537a3124e41c07","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.645520731184774,1.00032612669932,-0.354805395514544,"gamma_noise"
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.585608503627279,1.02158355398816,-0.435975050360883,"gamma_noise"
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.466705597507067,1.05415176505339,-0.587446167546328,"gamma_noise"
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.33331554854132,1.29517370294744,-0.961858154406124,"gamma_noise"
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","Gamma-noise vs Constant-B","gamma_noise","constant_B",0.535000162298481,1.20309544800268,-0.668095285704196,"gamma_noise"
1,1001,"64a1b5c02bdecc100b37ee56029391d3","B-spline vs Constant-B","bspline_B","constant_B",0.929834244740473,1.44663588250017,-0.516801637759698,"bspline_B"
2,1002,"e4e6b4250fb680a6bc44a4c1f239d72e","B-spline vs Constant-B","bspline_B","constant_B",0.834258072545657,1.8714848598509,-1.03722678730524,"bspline_B"
3,1003,"18b73531d17fff4bf85fd3b8b65c91d6","B-spline vs Constant-B","bspline_B","constant_B",1.0000662252062,1.00054246157676,-0.000476236370561267,"bspline_B"
4,1004,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","B-spline vs Constant-B","bspline_B","constant_B",0.377470266137872,1.21644870049489,-0.838978434357022,"bspline_B"
5,1005,"cb7e05dbf4c135d548daa37faf8888a1","B-spline vs Constant-B","bspline_B","constant_B",0.943568699163366,1.18622530571679,-0.242656606553419,"bspline_B"
6,1006,"83a6fae95545d773b4ac09416fd8a73d","B-spline vs Constant-B","bspline_B","constant_B",0.575684318482322,1.02465732379707,-0.448973005314743,"bspline_B"
7,1007,"c23f10d0daa427c993e4ece1079ed751","B-spline vs Constant-B","bspline_B","constant_B",0.532844022678182,1.84890806293803,-1.31606404025985,"bspline_B"
8,1008,"a0af209d0cf0d730b8b3834e0360ae95","B-spline vs Constant-B","bspline_B","constant_B",0.803356065330406,1.26186349082284,-0.458507425492436,"bspline_B"
9,1009,"51101219b554b4802624e043f09d6160","B-spline vs Constant-B","bspline_B","constant_B",0.410432245673638,1.33011093243872,-0.919678686765081,"bspline_B"
10,1010,"3658851b68a2ae24c2e8e9838200e49c","B-spline vs Constant-B","bspline_B","constant_B",0.614896180492321,1.00845368942211,-0.393557508929789,"bspline_B"
11,1011,"b0091463d341b4712ff6e9dd82a58abf","B-spline vs Constant-B","bspline_B","constant_B",0.527873398540538,1.34625520149765,-0.818381802957112,"bspline_B"
12,1012,"05f564b562cd69afde749fbba393d734","B-spline vs Constant-B","bspline_B","constant_B",0.802785646624955,1.09673809336012,-0.293952446735162,"bspline_B"
13,1013,"628dd9f33d5358ee7d358fcbbb9e1ec7","B-spline vs Constant-B","bspline_B","constant_B",0.902287179202874,1.50278340614611,-0.600496226943239,"bspline_B"
14,1014,"3ee86b29e7e61ffc7287cc8f5b47aeca","B-spline vs Constant-B","bspline_B","constant_B",0.540086887563978,1.16336037754455,-0.623273489980574,"bspline_B"
15,1015,"ae056eafb87645cec401ccb46346269b","B-spline vs Constant-B","bspline_B","constant_B",0.395823426903595,1.30024871152755,-0.904425284623953,"bspline_B"
16,1016,"a714e996eac59ec21285ac81b9fb5223","B-spline vs Constant-B","bspline_B","constant_B",0.647313174288445,1.13550376711321,-0.48819059282476,"bspline_B"
17,1017,"c1dff99001cdd2a71a8c5de229779c6a","B-spline vs Constant-B","bspline_B","constant_B",0.593069429034953,1.01121207652065,-0.418142647485698,"bspline_B"
18,1018,"b6d242ccc65d51d758e56f6a2b2246d6","B-spline vs Constant-B","bspline_B","constant_B",0.805838146275775,1.01709267427864,-0.211254528002864,"bspline_B"
19,1019,"13d489a8a65aa7a169791da7e2e871a6","B-spline vs Constant-B","bspline_B","constant_B",1.18668576905795,1.41476238425398,-0.228076615196028,"bspline_B"
20,1020,"714f6bb12c5d63009433470452ca002b","B-spline vs Constant-B","bspline_B","constant_B",0.423893296139387,1.13612415020267,-0.71223085406328,"bspline_B"
21,1021,"c46a7b2a22c4a8bed8a3c2537dbc0243","B-spline vs Constant-B","bspline_B","constant_B",0.698622608980585,1.11940519892303,-0.420782589942446,"bspline_B"
22,1022,"37fb1b826b530c406841fb3dc0dd2a19","B-spline vs Constant-B","bspline_B","constant_B",0.808658513506233,1.18888394348726,-0.38022542998103,"bspline_B"
23,1023,"5391b651cef3ef3752fc04bfb4f6d8ab","B-spline vs Constant-B","bspline_B","constant_B",0.994734571212209,1.30684440381256,-0.312109832600349,"bspline_B"
24,1024,"f17101a77a91a5858651ca092461a15e","B-spline vs Constant-B","bspline_B","constant_B",0.463169037053852,1.06234451497505,-0.599175477921201,"bspline_B"
25,1025,"5bffd9597ff51651a7b3c018b0060e43","B-spline vs Constant-B","bspline_B","constant_B",1.09412938058843,1.18177671701797,-0.0876473364295425,"bspline_B"
26,1026,"7d638818fac5c183766d7bd337251990","B-spline vs Constant-B","bspline_B","constant_B",0.903764583025082,1.24821515219457,-0.344450569169486,"bspline_B"
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","B-spline vs Constant-B","bspline_B","constant_B",0.441940607754528,1.10921632811168,-0.667275720357151,"bspline_B"
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","B-spline vs Constant-B","bspline_B","constant_B",0.69695685659172,1.34007111537273,-0.643114258781012,"bspline_B"
29,1029,"f88e4728f80479179227d46e3ae73be8","B-spline vs Constant-B","bspline_B","constant_B",0.643267244101745,1.02382576856791,-0.380558524466162,"bspline_B"
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","B-spline vs Constant-B","bspline_B","constant_B",0.570459404836486,1.18077773953952,-0.610318334703033,"bspline_B"
31,1031,"1f4f623a1599fc68865ccca5c8e38092","B-spline vs Constant-B","bspline_B","constant_B",1.25541453737699,1.10842353260886,0.146991004768131,"constant_B"
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","B-spline vs Constant-B","bspline_B","constant_B",0.551112252516813,1.21803964835606,-0.66692739583925,"bspline_B"
33,1033,"1c656b251cec47b7f90e7590d6f84c85","B-spline vs Constant-B","bspline_B","constant_B",0.477024672572168,1.46382583081183,-0.986801158239663,"bspline_B"
34,1034,"6295649cce30d443915163e1f486574c","B-spline vs Constant-B","bspline_B","constant_B",0.598283753521417,1.313190239897,-0.714906486375579,"bspline_B"
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","B-spline vs Constant-B","bspline_B","constant_B",0.64680874585433,1.08306929479462,-0.436260548940288,"bspline_B"
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","B-spline vs Constant-B","bspline_B","constant_B",0.44746881222564,1.02020003522982,-0.572731223004177,"bspline_B"
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","B-spline vs Constant-B","bspline_B","constant_B",1.13501526765217,1.10957221336624,0.0254430542859339,"constant_B"
38,1038,"2cb84ae4bd553be0419d1e71639da95a","B-spline vs Constant-B","bspline_B","constant_B",0.852270175637901,1.00643440106522,-0.154164225427318,"bspline_B"
39,1039,"42f80019227937c2a1292d80471ad885","B-spline vs Constant-B","bspline_B","constant_B",0.499040838590139,1.13862039526936,-0.639579556679224,"bspline_B"
40,1040,"ab1d08dee64fd498a66e009327aa8634","B-spline vs Constant-B","bspline_B","constant_B",0.498925133082067,1.11318778541868,-0.614262652336613,"bspline_B"
41,1041,"287dedf1d0604d7339bf2699355ae974","B-spline vs Constant-B","bspline_B","constant_B",0.584314529362966,1.05264125919009,-0.468326729827128,"bspline_B"
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","B-spline vs Constant-B","bspline_B","constant_B",0.587534620577002,1.1014034249256,-0.513868804348602,"bspline_B"
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","B-spline vs Constant-B","bspline_B","constant_B",0.4676631171082,1.11253982682779,-0.644876709719592,"bspline_B"
44,1044,"7fc16f6007b4caa0fad7b388de798f61","B-spline vs Constant-B","bspline_B","constant_B",0.418663355283318,1.17526931057806,-0.756605955294741,"bspline_B"
45,1045,"ea38700766ed00739f841a67050a1f0f","B-spline vs Constant-B","bspline_B","constant_B",0.493274007962229,1.09973089460344,-0.606456886641208,"bspline_B"
46,1046,"9df354b439dcb34c0723dc7a22427817","B-spline vs Constant-B","bspline_B","constant_B",0.39695603827873,1.80297282811176,-1.40601678983303,"bspline_B"
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","B-spline vs Constant-B","bspline_B","constant_B",0.680982589143804,1.59568009164795,-0.914697502504147,"bspline_B"
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","B-spline vs Constant-B","bspline_B","constant_B",1.01994991405395,1.1364978290429,-0.116547914988949,"bspline_B"
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","B-spline vs Constant-B","bspline_B","constant_B",1.12355821425062,1.03087694668075,0.0926812675698714,"constant_B"
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","B-spline vs Constant-B","bspline_B","constant_B",0.598691867441063,1.29362659434455,-0.694934726903491,"bspline_B"
51,1051,"900920f25b406cb0530e847b193e6c9b","B-spline vs Constant-B","bspline_B","constant_B",0.456968951118989,1.12732393581744,-0.67035498469845,"bspline_B"
52,1052,"94c869cc26cd44cd9de1033132a41b1b","B-spline vs Constant-B","bspline_B","constant_B",0.934065379794343,1.43800324911993,-0.50393786932559,"bspline_B"
53,1053,"21c503be1bfd17d135902892b999365f","B-spline vs Constant-B","bspline_B","constant_B",0.560760437878125,1.02983494024522,-0.469074502367094,"bspline_B"
54,1054,"bb6ab35a8708f3f23940941298b79dbc","B-spline vs Constant-B","bspline_B","constant_B",0.859239187258794,1.15871400329234,-0.299474816033545,"bspline_B"
55,1055,"7481513b9e19d7a30b033ad1490d6f16","B-spline vs Constant-B","bspline_B","constant_B",0.678345437036855,1.00735791445927,-0.329012477422416,"bspline_B"
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","B-spline vs Constant-B","bspline_B","constant_B",1.07155308439986,1.27364987175065,-0.202096787350787,"bspline_B"
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","B-spline vs Constant-B","bspline_B","constant_B",0.966397048794122,1.00788484649047,-0.0414877976963438,"bspline_B"
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","B-spline vs Constant-B","bspline_B","constant_B",0.699951719480707,1.07446822948703,-0.37451651000632,"bspline_B"
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","B-spline vs Constant-B","bspline_B","constant_B",0.421675792575632,1.04106113097789,-0.619385338402261,"bspline_B"
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","B-spline vs Constant-B","bspline_B","constant_B",0.416064634981106,1.16195693194183,-0.745892296960725,"bspline_B"
61,1061,"ef64f00e9a05074fb3305ee8fb186803","B-spline vs Constant-B","bspline_B","constant_B",0.430863393950449,1.16220751663828,-0.731344122687833,"bspline_B"
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","B-spline vs Constant-B","bspline_B","constant_B",0.655904687739719,1.11839429252182,-0.462489604782105,"bspline_B"
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","B-spline vs Constant-B","bspline_B","constant_B",0.691519574632626,1.18594856999572,-0.494428995363099,"bspline_B"
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","B-spline vs Constant-B","bspline_B","constant_B",0.606118435609415,1.0256146501396,-0.419496214530181,"bspline_B"
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","B-spline vs Constant-B","bspline_B","constant_B",0.910485932401506,1.25316962340319,-0.342683691001682,"bspline_B"
66,1066,"b503c7aa16489912e1de4bcf79bdc277","B-spline vs Constant-B","bspline_B","constant_B",0.629262537514711,1.27657667702306,-0.647314139508353,"bspline_B"
67,1067,"a64edf122ea9288d9cc5843d572b4219","B-spline vs Constant-B","bspline_B","constant_B",1.10253755594846,1.53657717304098,-0.434039617092519,"bspline_B"
68,1068,"e2dc17973047d198b1f70625999d7313","B-spline vs Constant-B","bspline_B","constant_B",1.06652893536034,1.2788335945489,-0.212304659188566,"bspline_B"
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","B-spline vs Constant-B","bspline_B","constant_B",0.993899796535159,1.11446334224593,-0.120563545710771,"bspline_B"
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","B-spline vs Constant-B","bspline_B","constant_B",0.491844541463838,1.02638688531463,-0.534542343850793,"bspline_B"
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","B-spline vs Constant-B","bspline_B","constant_B",0.35568659186861,1.28634377282287,-0.930657180954258,"bspline_B"
72,1072,"4ef60d1f950055935545ba4d8849c6a4","B-spline vs Constant-B","bspline_B","constant_B",1.10275027374844,1.30218611263611,-0.199435838887671,"bspline_B"
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","B-spline vs Constant-B","bspline_B","constant_B",0.571586346441638,1.18343310360669,-0.611846757165054,"bspline_B"
74,1074,"44fe946085f2400c80cee533d6231e9a","B-spline vs Constant-B","bspline_B","constant_B",0.519754602031797,1.05590744044139,-0.536152838409598,"bspline_B"
75,1075,"0d820f5ccbfe13549eea216ee2513074","B-spline vs Constant-B","bspline_B","constant_B",0.661649976097585,1.06063356301077,-0.39898358691318,"bspline_B"
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","B-spline vs Constant-B","bspline_B","constant_B",0.452881459999999,1.23280563482062,-0.779924174820618,"bspline_B"
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","B-spline vs Constant-B","bspline_B","constant_B",0.708880667440836,1.13288662079671,-0.424005953355877,"bspline_B"
78,1078,"83a908c8ed5455b6c9ef246884162afc","B-spline vs Constant-B","bspline_B","constant_B",0.64661349825859,1.0899052441511,-0.443291745892512,"bspline_B"
79,1079,"022bd08caeebfca4473b74c3678f71c2","B-spline vs Constant-B","bspline_B","constant_B",0.490497770555684,1.06104514348817,-0.570547372932486,"bspline_B"
80,1080,"0bfd2bd8ee2ddc3923c9cef719215e45","B-spline vs Constant-B","bspline_B","constant_B",0.834195181933211,1.26342968046886,-0.429234498535653,"bspline_B"
81,1081,"b3ce4c9c57f114ee806b5ede899e654c","B-spline vs Constant-B","bspline_B","constant_B",1.0570552667052,1.41012649335463,-0.353071226649433,"bspline_B"
82,1082,"345f145ce6e49d5527737547b7d7bcc9","B-spline vs Constant-B","bspline_B","constant_B",1.1524719364367,1.13314766746455,0.0193242689721493,"constant_B"
83,1083,"5cd6b677ff91eaefd7913f277989cb3a","B-spline vs Constant-B","bspline_B","constant_B",1.20042047698353,1.175747786822,0.0246726901615293,"constant_B"
84,1084,"ec4eb27a1b0dc4aef15289699a23db33","B-spline vs Constant-B","bspline_B","constant_B",0.737390217838128,1.0471953769707,-0.309805159132576,"bspline_B"
85,1085,"f306053231f91c40dca3c621e8419b61","B-spline vs Constant-B","bspline_B","constant_B",0.437283676434143,1.10499944122401,-0.667715764789868,"bspline_B"
86,1086,"e89799bf4fcfc5e7d882e1a15e433b0c","B-spline vs Constant-B","bspline_B","constant_B",1.24290563780906,1.00175638214422,0.241149255664842,"constant_B"
87,1087,"83d5cd04167b4c25b941369e1cd89c12","B-spline vs Constant-B","bspline_B","constant_B",0.593960910330771,1.29506608280223,-0.701105172471456,"bspline_B"
88,1088,"e68e6eddaef14b8f6833f1889cb09727","B-spline vs Constant-B","bspline_B","constant_B",0.36904340390774,1.216594701645,-0.847551297737263,"bspline_B"
89,1089,"aa9cc98baf1a333684a7dcc3407aadc4","B-spline vs Constant-B","bspline_B","constant_B",0.720995116085711,1.10367079572796,-0.382675679642246,"bspline_B"
90,1090,"3b62c1a3abbc8f8d77b3f0094d799c08","B-spline vs Constant-B","bspline_B","constant_B",1.06186625391811,1.55012094289538,-0.488254688977267,"bspline_B"
91,1091,"ffb0df50d948dd9dad8db95b89578130","B-spline vs Constant-B","bspline_B","constant_B",0.798057871943272,1.14160139452595,-0.34354352258268,"bspline_B"
92,1092,"42c5e41b64f024125d08f483c49d5109","B-spline vs Constant-B","bspline_B","constant_B",0.627682498545771,1.04171640675742,-0.414033908211646,"bspline_B"
93,1093,"7866b869b011f99e5a6d626fd2b53319","B-spline vs Constant-B","bspline_B","constant_B",0.472860853189268,1.07520575670686,-0.602344903517589,"bspline_B"
94,1094,"cb6e4431d9ef11ffbb0c3c60fc93a658","B-spline vs Constant-B","bspline_B","constant_B",0.419684074557776,1.24708512305265,-0.827401048494874,"bspline_B"
95,1095,"e2c94ae6df04e9da8177ab346fbd245e","B-spline vs Constant-B","bspline_B","constant_B",0.430685139288985,1.1123816230707,-0.681696483781712,"bspline_B"
96,1096,"dce19abeba3755021094f84a48b227a7","B-spline vs Constant-B","bspline_B","constant_B",0.907242710847673,1.21155071457323,-0.304308003725561,"bspline_B"
97,1097,"5f10705eaab893b924c7745af7cbddc2","B-spline vs Constant-B","bspline_B","constant_B",0.910715816964607,1.29029286781049,-0.379577050845883,"bspline_B"
98,1098,"a0c73b07405f66c422d099e5a3c08c54","B-spline vs Constant-B","bspline_B","constant_B",0.811476513369149,1.0347212139306,-0.223244700561452,"bspline_B"
99,1099,"9d985583339f37fbacb7140d4222662d","B-spline vs Constant-B","bspline_B","constant_B",0.578828190577423,1.06378346144422,-0.484955270866797,"bspline_B"
100,1100,"8ea86fffc296b32f99e63ed723d89d90","B-spline vs Constant-B","bspline_B","constant_B",0.824721404208282,1.67645188259687,-0.851730478388586,"bspline_B"
101,1101,"51fea122ace66c28fcf6227076a2210d","B-spline vs Constant-B","bspline_B","constant_B",0.831204740979915,1.10319217053835,-0.271987429558433,"bspline_B"
102,1102,"87466aaae46506b8e351c34782985403","B-spline vs Constant-B","bspline_B","constant_B",0.732845753833362,1.0033149634652,-0.270469209631837,"bspline_B"
103,1103,"e898b26388bd31312b334e141687631d","B-spline vs Constant-B","bspline_B","constant_B",0.976977547278985,1.20100333162375,-0.224025784344762,"bspline_B"
104,1104,"f7b481c3a4568173c9a99c1b4d8c5521","B-spline vs Constant-B","bspline_B","constant_B",0.765908246037966,1.10069335258912,-0.334785106551156,"bspline_B"
105,1105,"fda815e14a2797f663c51a8c3fc66eeb","B-spline vs Constant-B","bspline_B","constant_B",1.13036478947797,1.41212375371605,-0.281758964238085,"bspline_B"
106,1106,"2ace1767dd5349b12ef5f3a5bd831ab8","B-spline vs Constant-B","bspline_B","constant_B",0.677515627359415,1.48369505452048,-0.806179427161066,"bspline_B"
107,1107,"d3c22607503e5f474a3f5ebe80ebdf3d","B-spline vs Constant-B","bspline_B","constant_B",0.506882744650548,1.34613543048145,-0.839252685830904,"bspline_B"
108,1108,"68aa1cfbcec0e4ea336983e4d1e49773","B-spline vs Constant-B","bspline_B","constant_B",0.535061994291505,1.32424952568939,-0.789187531397888,"bspline_B"
109,1109,"64378d1cf8147aa375c77012a1f6217d","B-spline vs Constant-B","bspline_B","constant_B",0.733210171814312,1.0777310873119,-0.344520915497586,"bspline_B"
110,1110,"4c9bdb3191d72e532b9af0440b61821e","B-spline vs Constant-B","bspline_B","constant_B",1.13931003862644,1.86531516086282,-0.726005122236376,"bspline_B"
111,1111,"90bc4d41e3adeb7ca6a265e34199593d","B-spline vs Constant-B","bspline_B","constant_B",1.2374793021291,1.22948950143562,0.00798980069348665,"constant_B"
112,1112,"2de6dbe92e20217bcb1faa713be3c7e9","B-spline vs Constant-B","bspline_B","constant_B",1.18375452291831,1.15408988663867,0.029664636279638,"constant_B"
113,1113,"62d44f5b5cf3a1a10474477b2836ac7c","B-spline vs Constant-B","bspline_B","constant_B",0.651021190809421,1.16916185652208,-0.518140665712664,"bspline_B"
114,1114,"e8aa5c36f38132f5ccc9683b131a520e","B-spline vs Constant-B","bspline_B","constant_B",0.537947149948664,1.10068483936387,-0.562737689415208,"bspline_B"
115,1115,"527c2542099f691a2a03e60fc5521e3b","B-spline vs Constant-B","bspline_B","constant_B",0.537890318199466,1.15205808530376,-0.614167767104295,"bspline_B"
116,1116,"493ff3d28fe2680d1b7fc1f343262be6","B-spline vs Constant-B","bspline_B","constant_B",0.614769573990193,1.31246800809851,-0.697698434108318,"bspline_B"
117,1117,"64dffb15867fda5ef262e2caf0e46bbf","B-spline vs Constant-B","bspline_B","constant_B",1.06324528246622,1.07256540520348,-0.00932012273725924,"bspline_B"
